"reg";"acte";"nb_sejsea";"nb_actes";"dms_globale";"nb_sej_0_nuit";"nb_acte_ambu"
"32";"PCCA0020";"450";"482";"0.96444444444444";"300";"322"
"32";"PCDA0010";"41";"41";"1.70731707317073";"20";"20"
"32";"PCEA0020";"56";"56";"3.58928571428571";"15";"15"
"32";"PCHB0010";"53";"55";"11.3207547169811";"12";"12"
"32";"PCLB0010";"16";"16";"0";"16";"16"
"32";"PCLB0020";"3224";"3234";"0.19230769230769";"3188";"3196"
"32";"PCLB0030";"1400";"1407";"0.42285714285714";"1371";"1377"
"32";"PCMA0010";"46";"47";"0.30434782608695";"35";"35"
"32";"PCPA0010";"62";"63";"1.27419354838709";"43";"43"
"32";"PCPA0020";"23";"26";"10.7826086956521";"13";"16"
"32";"PCPA0030";"1089";"1089";"0.7208448117539";"823";"823"
"32";"PCPA0040";"172";"190";"9.54651162790697";"49";"53"
"32";"PCPA0050";"110";"119";"2.93636363636363";"55";"60"
"32";"PCPA0060";"199";"206";"0.04020100502512";"194";"201"
"32";"PCPB0020";"54";"57";"1.22222222222222";"18";"19"
"32";"PCQM0010";"1228";"1259";"8.46661237785016";"491";"494"
"32";"PDFA0010";"6596";"6966";"0.439508793208";"5848";"6192"
"32";"PDFA0020";"727";"762";"0.97111416781293";"563";"593"
"32";"PDFA0030";"271";"273";"1.55350553505535";"181";"183"
"32";"PDHA0010";"88";"88";"3.78409090909091";"63";"63"
"32";"PDQX0050";"1059";"1062";"1.69499527856468";"726";"726"
"32";"PEQP0020";"52";"59";"13.5384615384615";".";"."
"32";"PEQP0030";"112";"113";"0";"112";"113"
"32";"PZMA0010";"14";"15";"14.7857142857142";".";"."
"32";"PZMA0020";"120";"126";"12.9916666666666";"18";"18"
"32";"PZMA0030";"17";"17";"15.7058823529411";".";"."
"32";"PZMA0040";"151";"157";"20.3443708609271";".";"."
"32";"PZMA0050";"63";"64";"21.015873015873";".";"."
"32";"PZQX0050";"20";"20";"0.95";".";"."
"32";"QAEA0100";"16";"18";"23.3125";".";"."
"32";"QAFA0010";"48";"48";"5.91666666666666";"22";"22"
"32";"QAFA0020";"17";"18";"31.5882352941176";".";"."
"32";"QAGA0010";"209";"209";"0.21052631578947";"194";"194"
"32";"QAGA0020";"12";"12";"0.41666666666666";".";"."
"32";"QAGA0030";"63";"63";"0.3015873015873";"56";"56"
"32";"QAGA0040";"963";"967";"0.11318795430944";"933";"936"
"32";"QAJA0010";"65";"262";"18.0307692307692";"28";"28"
"32";"QAJA0020";"67";"69";"2.59701492537313";"23";"24"
"32";"QAJA0030";"49";"49";"13.1632653061224";".";"."
"32";"QAJA0040";"199";"206";"3.7286432160804";"70";"74"
"32";"QAJA0050";"587";"604";"2.5366269165247";"177";"180"
"32";"QAJA0060";"300";"307";"3.18";"87";"88"
"32";"QAJA0070";"24";"27";"17.0833333333333";".";"."
"32";"QAJA0080";"24";"27";"20.9583333333333";".";"."
"32";"QAJA0090";"25";"25";"5.8";".";"."
"32";"QAJA0100";"184";"312";"8.45108695652174";"130";"130"
"32";"QAJA0110";"64";"158";"17";"36";"36"
"32";"QAJA0120";"139";"146";"8.20863309352518";"24";"25"
"32";"QAJA0130";"1338";"1394";"2.30792227204783";"425";"446"
"32";"QAJA0140";"41";"56";"13.2682926829268";"13";"13"
"32";"QAJB0010";"15";"17";"0.26666666666666";"12";"14"
"32";"QAMA0020";"2750";"2890";"0.47818181818181";"2468";"2591"
"32";"QAMA0030";"18";"18";"1.83333333333333";"11";"11"
"32";"QAMA0050";"17";"17";"1.11764705882352";"11";"11"
"32";"QAMA0080";"21";"21";"2.33333333333333";"17";"17"
"32";"QAMA0090";"38";"38";"0.92105263157894";".";"."
"32";"QAMA0100";"65";"65";"0.81538461538461";"27";"27"
"32";"QAMA0110";"11";"11";"0.72727272727272";".";"."
"32";"QAMA0130";"84";"87";"12.0119047619047";"23";"24"
"32";"QAMA0150";"36";"36";"0.47222222222222";"31";"31"
"32";"QANP0070";"49";"49";"0.36734693877551";"47";"47"
"32";"QANP0080";"13";"13";"0.38461538461538";".";"."
"32";"QBFA0010";"277";"277";"3.43321299638989";".";"."
"32";"QBFA0020";"53";"55";"1.22641509433962";"29";"30"
"32";"QBFA0030";"144";"145";"3.13194444444444";".";"."
"32";"QBFA0040";"125";"128";"0.496";"99";"102"
"32";"QBFA0050";"304";"304";"2.32565789473684";"22";"22"
"32";"QBFA0060";"12";"12";"3.58333333333333";".";"."
"32";"QBFA0070";"2755";"2761";"0.38802177858439";"1949";"1954"
"32";"QBFA0080";"177";"177";"1.84745762711864";".";"."
"32";"QBFA0120";"279";"280";"2.07168458781362";".";"."
"32";"QBFA0140";"65";"79";"15.4923076923076";".";"."
"32";"QBJB0010";"158";"158";"1.04430379746835";"83";"83"
"32";"QBPA0010";"918";"920";"0.5";"566";"567"
"32";"QCEA0050";"50";"51";"9.08";"36";"36"
"32";"QCFA0020";"65";"69";"3.56923076923077";"47";"47"
"32";"QCFA0030";"11";"11";"9.72727272727272";".";"."
"32";"QCJA0010";"5294";"5516";"0.30562901397808";"4700";"4884"
"32";"QCJA0020";"181";"251";"5.04419889502762";"153";"153"
"32";"QCJA0030";"55";"69";"3.43636363636363";"25";"25"
"32";"QCJA0040";"414";"579";"2.37681159420289";"363";"363"
"32";"QCJA0050";"17";"28";"6.35294117647058";".";"."
"32";"QCLB2220";"302";"304";"0";"302";"304"
"32";"QDJB0010";"92";"97";"0.72826086956521";"41";"42"
"32";"QDJB0020";"39";"42";"0.74358974358974";"20";"21"
"32";"QDPA0010";"23";"26";"0.04347826086956";"22";"25"
"32";"QEDA0010";"11";"11";"1.72727272727272";".";"."
"32";"QEDA0020";"85";"85";"0.96470588235294";"43";"43"
"32";"QEDA0030";"56";"56";"0.58928571428571";"27";"27"
"32";"QEDA0040";"189";"189";"0.75132275132275";"81";"81"
"32";"QEEA0010";"50";"50";"1.12";".";"."
"32";"QEEA0020";"30";"30";"0.33333333333333";"24";"24"
"32";"QEEA0030";"22";"22";"0.22727272727272";"19";"19"
"32";"QEEB1520";"456";"477";"0.42105263157894";"324";"338"
"32";"QEEB3170";"291";"316";"0.65292096219931";"200";"223"
"32";"QEFA0010";"175";"179";"1.83428571428571";"57";"57"
"32";"QEFA0020";"106";"106";"0.83962264150943";"45";"45"
"32";"QEFA0040";"1007";"1023";"0.66335650446871";"677";"688"
"32";"QEFA0060";"29";"38";"0.27586206896551";"22";"30"
"32";"QEFA0070";"123";"184";"3.6260162601626";".";"."
"32";"QEFA0080";"1827";"1849";"0.9983579638752";"845";"852"
"32";"QEFA0100";"63";"66";"2.66666666666666";".";"."
"32";"QEFA0110";"23";"23";"0.47826086956521";"14";"14"
"32";"QEFA0130";"38";"38";"3.92105263157894";".";"."
"32";"QEFA0160";"83";"83";"0.24096385542168";"68";"68"
"32";"QEFA0170";"2768";"2831";"0.40137283236994";"2059";"2105"
"32";"QEFA0180";"73";"78";"2.73972602739726";"19";"19"
"32";"QEFA0190";"786";"839";"3.70483460559796";"18";"18"
"32";"QEFA0200";"946";"971";"3.67124735729386";"33";"33"
"32";"QEGA0010";"62";"62";"2.53225806451612";".";"."
"32";"QEGA0020";"33";"33";"1.66666666666666";"12";"12"
"32";"QEGA0030";"49";"49";"2.44897959183673";"11";"11"
"32";"QEGA0040";"48";"48";"1.33333333333333";"18";"18"
"32";"QEHA0020";"26";"26";"3.42307692307692";"17";"17"
"32";"QEHB0020";"12";"12";"16.5";".";"."
"32";"QEHJ0010";"214";"222";"10.3130841121495";"80";"83"
"32";"QEHJ0030";"24";"24";"12.375";".";"."
"32";"QEHJ0050";"24";"24";"11.8333333333333";".";"."
"32";"QEJA0010";"490";"495";"2.26734693877551";"161";"162"
"32";"QEJB0010";"16";"16";"1.3125";".";"."
"32";"QEKA0010";"366";"447";"1.08469945355191";"153";"175"
"32";"QEKA0020";"312";"357";"0.91025641025641";"158";"179"
"32";"QELH0010";"288";"325";"1.14930555555555";"142";"157"
"32";"QELJ0010";"1739";"1795";"0.71132834962622";"1018";"1046"
"32";"QEMA0030";"69";"69";"1.6231884057971";"23";"23"
"32";"QEMA0040";"729";"732";"0.50205761316872";"410";"410"
"32";"QEMA0050";"11";"12";"0.9090909090909";".";"."
"32";"QEMA0060";"423";"478";"3.37825059101654";"20";"23"
"32";"QEMA0070";"45";"79";"2.68888888888888";".";"."
"32";"QEMA0080";"122";"123";"4.73770491803278";".";"."
"32";"QEMA0090";"41";"43";"0.46341463414634";"30";"32"
"32";"QEMA0100";"139";"182";"1.73381294964028";"64";"67"
"32";"QEMA0110";"92";"92";"0.20652173913043";"77";"77"
"32";"QEMA0120";"767";"777";"0.60886571056062";"460";"463"
"32";"QEMA0130";"1524";"1527";"1.16535433070866";"228";"228"
"32";"QEMA0200";"45";"49";"7.6";".";"."
"32";"QEMB0010";"29";"29";"0.41379310344827";"19";"19"
"32";"QEPA0010";"82";"96";"0.98780487804878";"40";"47"
"32";"QEQJ0010";"69";"69";"3.1159420289855";"55";"55"
"32";"QEQK0010";"635";"637";"9.051968503937";"298";"298"
"32";"QEQK0030";"1220";"1278";"0.8655737704918";"730";"753"
"32";"QEQK0040";"28";"28";"9.35714285714285";".";"."
"32";"QEQK0050";"1137";"1155";"1.26737027264731";"535";"542"
"32";"QEQM0010";"1548";"1562";"5.80878552971576";"794";"798"
"32";"QEQX0040";"3218";"3242";"1.26973275326289";"1559";"1570"
"32";"QEQX0050";"188";"191";"2";"66";"67"
"32";"QEQX0060";"25";"25";"0.28";"20";"20"
"32";"QEQX0070";"241";"241";"1.51867219917012";"109";"109"
"32";"QEQX0080";"1641";"1647";"1.38574040219378";"749";"753"
"32";"QEQX0160";"22";"22";"3.31818181818181";"13";"13"
"32";"QZEA0040";"13";"15";"46.3846153846153";".";"."
"32";"QZEA0050";"11";"11";"21.4545454545454";".";"."
"32";"QZEA0060";"17";"17";"0.64705882352941";"11";"11"
"32";"QZEA0080";"184";"185";"0.25";"155";"156"
"32";"QZEA0110";"11";"12";"69.4545454545454";".";"."
"32";"QZEA0170";"28";"33";"32.5357142857142";".";"."
"32";"QZEA0190";"23";"23";"15.4782608695652";".";"."
"32";"QZEA0200";"396";"400";"5.08585858585858";"179";"180"
"32";"QZEA0210";"192";"193";"2.75520833333333";"153";"153"
"32";"QZEA0240";"385";"391";"1.5090909090909";"247";"251"
"32";"QZEA0270";"58";"60";"12.2241379310344";".";"."
"32";"QZEA0310";"1020";"1035";"0.44019607843137";"849";"859"
"32";"QZEA0320";"18";"19";"3.94444444444444";".";"."
"32";"QZEA0340";"136";"139";"0.80147058823529";"79";"80"
"32";"QZEA0370";"113";"116";"14.6637168141592";"57";"57"
"32";"QZEA0390";"227";"229";"11.5726872246696";"62";"62"
"32";"QZEA0410";"40";"43";"29.475";".";"."
"32";"QZEA0450";"233";"236";"0.49785407725321";"178";"179"
"32";"QZFA0010";"220";"220";"0.33181818181818";"198";"198"
"32";"QZFA0020";"954";"974";"0.41719077568134";"868";"886"
"32";"QZFA0030";"42";"44";"0.28571428571428";"39";"41"
"32";"QZFA0040";"1825";"1893";"0.55561643835616";"1488";"1531"
"32";"QZFA0050";"39";"41";"0.15384615384615";"33";"35"
"32";"QZFA0060";"87";"96";"14.6781609195402";"50";"50"
"32";"QZFA0070";"907";"950";"0.61962513781697";"779";"812"
"32";"QZFA0090";"393";"434";"0.03816793893129";"383";"424"
"32";"QZFA0100";"19";"19";"0.94736842105263";"16";"16"
"32";"QZFA0110";"1035";"1052";"1.30241545893719";"657";"667"
"32";"QZFA0120";"15";"18";"61.2666666666666";".";"."
"32";"QZFA0130";"14";"14";"0.5";"11";"11"
