"reg";"Acte CCAM + phase";"nb_actes";"nb_sej_0_nuit";"dms"
"28";"DDQF2020";"130";"50";"1.5076923076923"
"28";"DDQH0060";"25";".";"8"
"28";"DDQH0090";"6553";"2603";"4.00492383443606"
"28";"DDQH0100";"29";".";"5.82758620689655"
"28";"DDQH0110";"42";"14";"2.42857142857142"
"28";"DDQH0120";"7445";"2048";"2.90179172841169"
"28";"DDQH0130";"344";"93";"4.35860058309037"
"28";"DDQH0140";"105";"25";"4.17142857142857"
"28";"DDQH0150";"153";"43";"3.33986928104575"
"28";"DDRH0010";"17";".";"2.52941176470588"
"28";"DEEA0010";"13";".";"4.76923076923077"
"28";"DEEF0010";"92";".";"7.38888888888889"
"28";"DEFA0020";"17";".";"16.1764705882352"
"28";"DEGA0030";"70";".";"15.6521739130434"
"28";"DEGF0010";"31";".";"18.9411764705882"
"28";"DEGF0020";"16";".";"14.375"
"28";"DEGF0040";"69";".";"12.655737704918"
"28";"DEKA0010";"658";"44";"2.9498480243161"
"28";"DEKA0020";"132";".";"2.38167938931297"
"28";"DELA0020";"43";".";"21.8518518518518"
"28";"DELF0010";"26";".";"13.576923076923"
"28";"DELF0050";"1809";"12";"6.70288248337029"
"28";"DELF0070";"528";".";"7.60341555977229"
"28";"DELF0100";"53";".";"6.0188679245283"
"28";"DELF0110";"387";".";"6.85026737967914"
"28";"DELF0120";"11";".";"6.90909090909091"
"28";"DELF0130";"146";".";"8.42758620689655"
"28";"DELF0140";"113";".";"6.56637168141593"
"28";"DELF0150";"66";".";"10.3636363636363"
"28";"DELF0160";"79";".";"7.72151898734177"
"28";"DELF0170";"112";".";"5.62162162162162"
"28";"DELF0180";"33";".";"3.8125"
"28";"DELF0200";"17";".";"3.58823529411764"
"28";"DEMP0010";"792";"51";"8.34591194968553"
"28";"DEMP0020";"3775";"158";"6.69088550113525"
"28";"DENF0170";"11";".";"1.45454545454545"
"28";"DENF0350";"42";".";"9.68292682926829"
"28";"DEPF0050";"54";".";"2.16666666666666"
"28";"DEPF0060";"78";".";"7.01298701298701"
"28";"DEPF0100";"120";"12";"1.77310924369747"
"28";"DEPF0120";"683";"31";"3.16422287390029"
"28";"DEPF0140";"26";".";"3.03846153846153"
"28";"DEPF0250";"11";".";"1.81818181818181"
"28";"DEPF0330";"276";".";"2.86545454545454"
"28";"DEQA0011";"179";"76";"2.82954545454545"
"28";"DEQA0012";"12";".";"2.08333333333333"
"28";"DEQA0013";"43";"20";"1.53488372093023"
"28";"DEQF0010";"22";".";"9.59090909090909"
"28";"DEQF0020";"165";"37";"3.49693251533742"
"28";"DEQF0030";"149";"13";"6.83333333333333"
"28";"DEQF0040";"583";"66";"4.04810996563573"
"28";"DEQF0050";"75";".";"3.98666666666666"
"28";"DEQP0020";"20";".";"5.16666666666666"
"28";"DEQP0030";"184026";"18849";"6.317559858745"
"28";"DEQP0040";"18932";"745";"8.30151040182388"
"28";"DEQP0050";"6852";"164";"11.3923874361751"
"28";"DEQP0070";"116900";"3390";"8.35509062299668"
"28";"DERF0010";"65";"18";"3"
"28";"DERF0030";"12";".";"3.66666666666666"
"28";"DERP0010";"13";".";"10.6666666666666"
"28";"DERP0030";"1659";"753";"1.5268022181146"
"28";"DERP0040";"536";"30";"17.8326530612244"
"28";"DERP0050";"742";".";"16.5385779122541"
"28";"DFQH0010";"17";".";"13.25"
"28";"DGAF0050";"44";".";"3.09090909090909"
"28";"DGAF0080";"19";".";"2"
"28";"DGCA0010";"17";".";"17.8823529411764"
"28";"DGCA0040";"45";".";"16.4222222222222"
"28";"DGCA0100";"21";".";"11.5238095238095"
"28";"DGCA0170";"25";".";"15.2"
"28";"DGCA0220";"12";".";"11.1666666666666"
"28";"DGFA0010";"25";".";"10.4"
"28";"DGFA0040";"15";".";"8.06666666666666"
"28";"DGFA0120";"17";".";"8.23529411764705"
"28";"DGKA0010";"11";".";"14.3636363636363"
"28";"DGKA0030";"23";".";"16.9130434782608"
"28";"DGKA0110";"24";".";"12.4583333333333"
"28";"DGKA0140";"12";".";"16.8333333333333"
"28";"DGKA0150";"121";".";"19.5966386554621"
"28";"DGKA0250";"20";".";"17.45"
"28";"DGKA0280";"16";".";"15.0625"
"28";"DGLF0010";"154";".";"6.92207792207792"
"28";"DGLF0020";"18";".";"10"
"28";"DGLF0030";"52";".";"14.1"
"28";"DGLF0050";"14";".";"9.38461538461538"
"28";"DGLF0060";"44";".";"15.8181818181818"
"28";"DGPA0050";"41";".";"11.8536585365853"
"28";"DGPA0080";"29";".";"14.2413793103448"
"28";"DGPA0120";"51";".";"13.5098039215686"
"28";"DGPA0170";"23";".";"13.9090909090909"
"28";"DGPA0180";"26";".";"24.32"
"28";"DGPF0020";"11";".";"2.44444444444444"
"28";"DGQH0010";"519";"120";"3.58283433133732"
"28";"DGQH0020";"314";"30";"4.54662379421221"
"28";"DGQH0050";"219";"30";"4.10648148148148"
"28";"DGQH0060";"241";"60";"5.16317991631799"
"28";"DGQH0070";"320";"55";"4.6551724137931"
"28";"DGQM0010";"882";"50";"13.7990815154994"
"28";"DGQM0020";"218";"29";"13.235"
"28";"DHAF0010";"25";".";"7.83333333333333"
"28";"DHLF0010";"315";".";"45.4160839160839"
"28";"DHQH0020";"17";".";"15.8235294117647"
"28";"DHQH0030";"91";"13";"25.5333333333333"
"28";"DHQH0060";"38";"24";"8.95652173913043"
"28";"DHQM0020";"309";"11";"17.687707641196"
"28";"DHSF0010";"21";".";"21.8571428571428"
"28";"DKMD0010";"245";"45";"15.0171673819742"
"28";"DKMD0020";"330";"82";"18.23197492163"
"28";"DKRP0040";"1359";"221";"3.41075429424944"
"28";"DZEA0020";"17";".";"71.6470588235294"
"28";"DZFA0010";"29";".";"8.3103448275862"
"28";"DZQJ0010";"949";"51";"17.0689655172413"
"28";"DZQJ0020";"91";".";"21.8125"
"28";"DZQJ0060";"582";".";"25.6560636182902"
"28";"DZQJ0070";"169";".";"23.184"
"28";"DZQJ0080";"779";"26";"17.0747282608695"
"28";"DZQJ0090";"246";"52";"10.0291666666666"
"28";"DZQJ0110";"163";".";"18.1153846153846"
"28";"DZQJ9000";"200";".";"17.5882352941176"
"28";"DZQM0020";"29";"14";"2.89285714285714"
"28";"DZQM0050";"13113";"991";"11.1112394149345"
"28";"DZQM0060";"26227";"3350";"10.1914945718716"
"28";"DZQN0010";"189";".";"10.5401069518716"
"28";"DZQN0020";"356";"15";"11.2225352112676"
"28";"DZSA0020";"45";".";"31.25"
"28";"EACA0070";"55";".";"23.5636363636363"
"28";"EANF0020";"57";".";"18.9019607843137"
"28";"EAQH0020";"1017";"111";"12.8569915254237"
"28";"EAQM0020";"1502";".";"25.2966507177033"
"28";"EAQM0040";"441";"20";"21.1806722689075"
"28";"EAQM0050";"1183";".";"22.2783505154639"
"28";"EASF0100";"116";".";"26.9549549549549"
"28";"EASF0110";"87";".";"7.19540229885057"
"28";"EASF0120";"13";".";"14.6666666666666"
"28";"EBAF0010";"11";".";"4.45454545454545"
"28";"EBAF0110";"14";".";"3.71428571428571"
"28";"EBCA0170";"57";".";"4.56140350877193"
"28";"EBEA0030";"12";".";"16"
"28";"EBFA0020";"75";".";"5.86666666666666"
"28";"EBFA0030";"11";".";"4.4"
"28";"EBFA0060";"11";".";"7.36363636363636"
"28";"EBFA0080";"348";".";"5.79538904899135"
"28";"EBFA0090";"102";".";"5.44117647058823"
"28";"EBFA0120";"64";".";"6.78125"
"28";"EBFA0160";"163";".";"6.04294478527607"
"28";"EBGA0010";"1333";"703";"9.38908145580589"
"28";"EBHA0010";"241";"34";"11.2784810126582"
"28";"EBLA0010";"12";".";"5"
"28";"EBLA0020";"25";".";"26.12"
"28";"EBLA0030";"8639";"4638";"8.71904254058537"
"28";"EBQF0040";"28";".";"11.5185185185185"
"28";"EBQH0020";"218";"39";"14.4878048780487"
"28";"EBQH0040";"2583";"234";"9.50459081836327"
"28";"EBQH0060";"2216";"244";"9.04252400548697"
"28";"EBQH0110";"347";"73";"11.8652037617554"
"28";"EBQJ0010";"85";".";"8.17647058823529"
"28";"EBQJ0020";"33";".";"14.59375"
"28";"EBQM0010";"6901";"837";"10.4038805970149"
"28";"EBQM0020";"2038";"622";"7.76614922383575"
"28";"EBQM0030";"2202";"37";"8.7801287948482"
"28";"EBQM9000";"45";".";"10.7272727272727"
"28";"EBSA0100";"13";".";"9.63636363636363"
"28";"EBSA0110";"62";".";"18.8474576271186"
"28";"EBSA0120";"24";".";"16"
"28";"EBSF0030";"31";".";"16.8928571428571"
"28";"ECAF0010";"18";".";"4.16666666666666"
"28";"ECAF0020";"89";"33";"2.85057471264367"
"28";"ECAF0040";"13";".";"4.41666666666666"
"28";"ECCA0040";"47";".";"3.63829787234042"
"28";"ECCA0050";"19";".";"1.42105263157894"
"28";"ECFA0020";"40";".";"10.1025641025641"
"28";"ECFA0050";"16";".";"8.42857142857143"
"28";"ECPF0020";"11";".";"2.81818181818181"
"28";"ECQH0050";"51";"17";"9.04761904761904"
"28";"ECQH0060";"12";".";"10.5833333333333"
"28";"ECQH0100";"6156";"646";"9.65620871862615"
"28";"ECQH0110";"4315";"494";"11.2017543859649"
"28";"ECQH0130";"22";".";"8.09090909090909"
"28";"ECQM0010";"124";"53";"7.26126126126126"
"28";"ECQM0020";"976";"496";"7.90470588235294"
"28";"ECSF0040";"18";".";"23.0555555555555"
"28";"ECSF0060";"46";".";"13.4523809523809"
"28";"EDAA0030";"276";".";"8.15018315018315"
"28";"EDAF0010";"44";".";"6.53488372093023"
"28";"EDAF0020";"228";".";"3.74752475247524"
"28";"EDAF0030";"751";"50";"3.25322580645161"
"28";"EDAF0040";"29";".";"2.23076923076923"
"28";"EDAF0050";"53";".";"13"
"28";"EDAF0060";"21";".";"6.16666666666666"
"28";"EDAF0070";"21";".";"4.38095238095238"
"28";"EDAF0080";"12";".";"6.66666666666666"
"28";"EDCA0010";"22";".";"16.6363636363636"
"28";"EDCA0030";"145";".";"11.5931034482758"
"28";"EDCA0040";"52";".";"8.17647058823529"
"28";"EDCA0050";"146";".";"10.1780821917808"
"28";"EDCC0150";"13";".";"5.3076923076923"
"28";"EDEA0020";"60";".";"12.2166666666666"
"28";"EDEA0030";"23";".";"15.695652173913"
"28";"EDEA0040";"17";".";"15.3125"
"28";"EDFA0060";"21";".";"11.3333333333333"
"28";"EDFA0070";"581";".";"8.17482517482517"
"28";"EDKA0030";"16";".";"18.5384615384615"
"28";"EDLF0020";"22";".";"25.3181818181818"
"28";"EDLF0050";"135";".";"4.72815533980582"
"28";"EDLF0140";"11";".";"4.36363636363636"
"28";"EDLF0160";"171";".";"4.53012048192771"
"28";"EDLF0170";"25";".";"4.36"
"28";"EDPA0020";"13";".";"13.2307692307692"
"28";"EDPF0060";"53";".";"6.42857142857143"
"28";"EDPF0080";"11";".";"12.4545454545454"
"28";"EDPF0090";"76";".";"6.14473684210526"
"28";"EDQH0010";"29";".";"12"
"28";"EDQH0030";"23";".";"10.2608695652173"
"28";"EDQH0050";"30";".";"7.26666666666666"
"28";"EDQH0060";"28";".";"25.8148148148148"
"28";"EDQH0080";"22";".";"13.3809523809523"
"28";"EDQM0010";"3255";"288";"14.5258327668252"
"28";"EDSF0030";"33";".";"9.34375"
"28";"EDSF0040";"19";".";"6.78947368421052"
"28";"EDSF0050";"46";".";"20.6829268292682"
"28";"EDSF0060";"22";".";"32.3809523809523"
"28";"EDSF0080";"16";".";"22.7333333333333"
"28";"EDSF0090";"18";".";"7.41176470588235"
"28";"EDSF0110";"32";".";"9.86206896551724"
"28";"EDSF0140";"18";".";"28.5294117647058"
"28";"EDSF0160";"54";".";"24.1224489795918"
"28";"EEAF0010";"362";"12";"7.85260115606936"
"28";"EEAF0020";"128";".";"5.08130081300813"
"28";"EEAF0030";"528";"20";"7.34315789473684"
"28";"EEAF0040";"392";"15";"4.76506024096385"
"28";"EEAF0050";"42";".";"4"
"28";"EEAF0060";"876";"40";"5.36997635933806"
"28";"EECA0010";"178";".";"10.1525423728813"
"28";"EECA0020";"33";".";"12.71875"
"28";"EECA0030";"168";".";"11.0301204819277"
"28";"EECA0060";"14";".";"15.5"
"28";"EECA0070";"30";".";"16.4444444444444"
"28";"EECA0080";"63";".";"14.8387096774193"
"28";"EECA0090";"67";".";"21.390625"
"28";"EECA0100";"93";".";"17.021978021978"
"28";"EECA0120";"22";".";"13.4090909090909"
"28";"EEFA0010";"417";".";"9.09245742092457"
"28";"EEFA0020";"80";".";"12.6712328767123"
"28";"EEFA0030";"62";".";"10.7213114754098"
"28";"EEFA0040";"135";".";"12.3587786259542"
"28";"EEFA0060";"15";".";"16.8"
"28";"EEGA0010";"26";".";"21.08"
"28";"EEGA0020";"20";".";"25.3157894736842"
"28";"EEJF0010";"53";".";"7.66666666666666"
"28";"EEKA0010";"35";".";"6.28571428571428"
"28";"EELF0020";"34";".";"5.67741935483871"
"28";"EENF0010";"117";".";"7.17777777777777"
"28";"EENF0020";"73";".";"9.04615384615384"
"28";"EEPF0010";"512";"21";"6.62340425531915"
"28";"EEPF0020";"390";"13";"9.94318181818182"
"28";"EEQH0010";"15";".";"2.93333333333333"
"28";"EEQH0020";"359";"14";"8.77184466019417"
"28";"EEQH0050";"133";".";"7.40601503759398"
"28";"EEQH0060";"231";"14";"8.88095238095238"
"28";"EFAF0010";"25";"22";"1.2"
"28";"EFAF0020";"168";"140";"1.20833333333333"
"28";"EFCA0010";"27";".";"10.7777777777777"
"28";"EFCA0020";"166";"161";"6.95"
"28";"EFFA0010";"74";"59";"2.16901408450704"
"28";"EFQH0030";"242";"214";"1.33640552995391"
"28";"EFQH0050";"170";"105";"4.59281437125748"
"28";"EFQM0010";"1724";"126";"26.1043854231006"
"28";"EFSA0010";"99";"12";"3.07070707070707"
"28";"EGED0010";"346";"163";"0.82369942196531"
"28";"EGFA0010";"217";"73";"1.64351851851851"
"28";"EGFA0020";"215";"28";"1.92558139534883"
"28";"EGFA0030";"460";"101";"1.8391304347826"
"28";"EGFA0050";"88";"52";"0.79310344827586"
"28";"EGFA0070";"42";"12";"1.87179487179487"
"28";"EGFA0100";"51";"38";"0.35294117647058"
"28";"EGFC0010";"47";"33";"0.17948717948717"
"28";"EGJA0010";"33";"14";"1.40625"
"28";"EGLF0010";"548";"19";"34.313953488372"
"28";"EGNP0010";"31";"16";"2.77419354838709"
"28";"EGSF0020";"51";"50";"0"
"28";"EGSP0010";"191";"176";"0.3089005235602"
"28";"EHCA0080";"12";".";"19.3333333333333"
"28";"EHCF0020";"22";".";"12"
"28";"EHNE0010";"507";"232";"2.658"
"28";"EHNE0020";"175";"11";"9.91124260355029"
"28";"EHSF0010";"21";".";"12.3333333333333"
"28";"EJCA0010";"11";".";"9.27272727272727"
"28";"EJFA0020";"1840";"1437";"0.20471014492753"
"28";"EJFA0040";"19";"12";"0.57894736842105"
"28";"EJFA0060";"579";"360";"0.42828685258964"
"28";"EJFA0070";"68";"49";"0.7076923076923"
"28";"EJFB0010";"45";"44";"0.04444444444444"
"28";"EJGA0010";"538";"416";"0.22290388548057"
"28";"EJGA0020";"3416";"2371";"0.24145299145299"
"28";"EJGA0030";"79";"51";"0.41558441558441"
"28";"EJNJ0010";"69";"58";"0.83823529411764"
"28";"EJQM0010";"1487";"997";"3.83457123565158"
"28";"EJQM0030";"11452";"347";"12.4068702981963"
"28";"EJQM0040";"1156";"52";"12.8781818181818"
"28";"EJSA0010";"315";"240";"0.33103448275862"
"28";"EJSA0030";"42";"35";"0.14634146341463"
"28";"EJSF0080";"541";"461";"0.02966101694915"
"28";"EJSF0320";"505";"438";"0.04444444444444"
"28";"EJSF9000";"118";"112";"0.03478260869565"
"28";"EKQH0010";"75";"48";"15.235294117647"
"28";"EKQH0020";"595";"559";"0.2439446366782"
"28";"ELFA0010";"16";".";"30.25"
"28";"ELQH0010";"64";".";"12.079365079365"
"28";"ELQH0020";"1301";"198";"13.575400168492"
"28";"ELQM0010";"241";"130";"6.56170212765957"
"28";"ELQM0020";"25";".";"6.08333333333333"
"28";"ELSA0020";"39";".";"12"
"28";"EMQH0010";"1207";"242";"14.1759352881698"
"28";"ENAF0020";"15";".";"7.73333333333333"
"28";"ENFA0010";"33";".";"7.6875"
"28";"ENFA0040";"29";".";"17.3448275862069"
"28";"ENFA0060";"35";".";"16.4411764705882"
"28";"ENLF0010";"2958";"62";"20.5592105263157"
"28";"ENQX0110";"18";".";"8.25"
"28";"ENSF0010";"11";".";"9"
"28";"EPCA0010";"69";".";"2.92753623188405"
"28";"EPFA0060";"65";".";"12.7230769230769"
"28";"EPLA0020";"207";"72";"11.4754098360655"
"28";"EPLB0020";"24";".";"40.8421052631579"
"28";"EPLF0010";"140";"11";"8.9375"
"28";"EPLF0020";"5949";"510";"20.3147418210484"
"28";"EPLF0030";"175";"97";"16.2678571428571"
"28";"EPLF0040";"181";"48";"14.5487804878048"
"28";"EPLF0050";"924";"234";"20.7201907790143"
"28";"EPPF0010";"16";".";"1.8125"
"28";"EPPP0020";"11";".";"2.63636363636363"
"28";"EPPP0030";"754";"718";"4.99"
"28";"EQBP0010";"121";"12";"10.2608695652173"
"28";"EQCF0010";"11";".";"28.2857142857142"
"28";"EQCF0020";"86";".";"22.7567567567567"
"28";"EQGA0010";"30";".";"48.6428571428571"
"28";"EQLA0020";"75";".";"26.2238805970149"
"28";"EQLA0080";"13";".";"122"
"28";"EQLF0010";"880";"12";"19.3935860058309"
"28";"EQLF0020";"6502";"316";"13.1440339490763"
"28";"EQLF0030";"15071";"142";"21.8105992844364"
"28";"EQLF0040";"660";"304";"6.33805031446541"
"28";"EQLF0050";"144";".";"28.3709677419354"
"28";"EQMF0030";"303";"31";"2.52551020408163"
"28";"EQMP0010";"52";".";"16.6521739130434"
"28";"EQQF0010";"66";".";"6.83333333333333"
"28";"EQQF0020";"17";".";"11.6470588235294"
"28";"EQQF0060";"1460";"694";"4.37668798862828"
"28";"EQQH0010";"25";".";"4.64"
"28";"EQQJ0010";"12";".";"21.2727272727272"
"28";"EQQM0010";"41";".";"42.825"
"28";"EQQM0030";"89";".";"16.8571428571428"
"28";"EQQM0060";"9920";"564";"7.39682945538225"
"28";"EQQP0010";"12";".";"25.3333333333333"
"28";"EQQP0020";"118";"75";"2.99145299145299"
"28";"EQQP0030";"2053";"1439";"1.42992518703241"
"28";"EQQP0040";"205";".";"31.8461538461538"
"28";"EQQP0050";"179";"63";"4.16477272727272"
"28";"EQQP0080";"396";"48";"7.73972602739726"
"28";"EQQP0110";"22188";"65";"19.8570407433881"
"28";"EQQP0120";"297";".";"27.390243902439"
"28";"EQQP0130";"16";".";"83.3333333333333"
"28";"EQQP0140";"42";".";"22.1818181818181"
"28";"EQRP0020";"285";"226";"1.40140845070422"
"28";"EQRP0080";"101";"11";"5.05154639175257"
"28";"EZAF0010";"477";"360";"0.76180257510729"
"28";"EZBA0020";"43";"15";"1.3095238095238"
"28";"EZCA0030";"28";".";"4.21428571428571"
"28";"EZCA0040";"28";".";"2.37037037037037"
"28";"EZFA0010";"11";"11";"0"
"28";"EZFA0020";"21";".";"5.85714285714285"
"28";"EZFA0030";"62";"19";"4.03225806451612"
"28";"EZJF0020";"22";"20";"0.27272727272727"
"28";"EZMA0010";"462";"161";"1.80827886710239"
"28";"EZMA0030";"66";".";"3.18181818181818"
"28";"EZMH0010";"458";"221";"7.41421568627451"
"28";"EZNF0040";"13";"13";"0"
"28";"EZPA0010";"84";".";"3.59756097560975"
"28";"EZPF0040";"14";".";"12.1428571428571"
"28";"EZQH0040";"240";".";"11.9353448275862"
"28";"EZQJ9000";"206";"18";"11.95"
"28";"EZQM0010";"540";"460";"2.77167630057803"
"28";"EZQM0020";"123";".";"12.9834710743801"
"28";"EZSA0010";"30";".";"8.66666666666666"
"28";"EZSA0020";"41";".";"2.70731707317073"
"28";"EZSA0030";"31";".";"4.06451612903225"
"28";"EZSA0040";"69";".";"15.1846153846153"
"28";"FAFA0010";"113";"111";"0.02654867256637"
"28";"FAFA0020";"2801";"2766";"0.04321428571428"
"28";"FAFA0050";"38";".";"1.1578947368421"
"28";"FAFA0060";"333";".";"1.03303303303303"
"28";"FAFA0080";"673";"629";"0.10298507462686"
"28";"FAFA0100";"303";".";"1.17549668874172"
"28";"FAFA0130";"468";"463";"0.01070663811563"
"28";"FAFA0140";"732";".";"1.68946648426812"
"28";"FAFA0150";"1339";"108";"1.11518324607329"
"28";"FAQX0040";"70";".";"2.05454545454545"
"28";"FASD0010";"85";".";"2"
"28";"FBQX0040";"17";".";"7.76470588235294"
"28";"FCBP0020";"3546";".";"3.83682983682983"
"28";"FCFA0010";"12";".";"2.25"
"28";"FCFA0020";"44";".";"5.36363636363636"
"28";"FCFA0050";"21";".";"6.75"
"28";"FCFA0060";"310";".";"10.5412541254125"
"28";"FCFA0080";"235";".";"9.30901287553648"
"28";"FCFA0090";"42";".";"13.7857142857142"
"28";"FCFA0100";"179";".";"10.0790960451977"
"28";"FCFA0110";"92";"24";"5.46666666666666"
"28";"FCFA0120";"328";"123";"4.43730886850153"
"28";"FCFA0130";"165";".";"22.525"
"28";"FCFA0160";"206";"36";"4.35609756097561"
"28";"FCFA0170";"229";".";"12.0484581497797"
"28";"FCFA0180";"135";"39";"2.81203007518797"
"28";"FCFA0190";"256";".";"10.8125"
"28";"FCFA0200";"62";".";"10.7258064516129"
"28";"FCFA0210";"716";"347";"2.1410437235543"
"28";"FCFA0220";"129";".";"13.3100775193798"
"28";"FCFA0240";"11";".";"0.63636363636363"
"28";"FCFA0250";"11";".";"15.2727272727272"
"28";"FCFA0270";"35";".";"13.0857142857142"
"28";"FCFA0280";"101";"44";"3.61386138613861"
"28";"FCFA0290";"279";"54";"2.79710144927536"
"28";"FCFC0010";"325";".";"6.83818770226537"
"28";"FCFC0020";"32";".";"7.875"
"28";"FCFC0030";"188";".";"6.66666666666666"
"28";"FCFC0040";"41";".";"5.78048780487804"
"28";"FCFC0050";"81";".";"6.04938271604938"
"28";"FCHB0010";"39";".";"10.3333333333333"
"28";"FCPA0010";"17";".";"4.47058823529411"
"28";"FCQX0040";"536";"140";"4.77340823970037"
"28";"FCQX0050";"823";"227";"2.34671532846715"
"28";"FCQX0060";"1138";"80";"5.75528169014084"
"28";"FCQX0070";"349";"109";"2.32664756446991"
"28";"FCQX0080";"413";"134";"2.23300970873786"
"28";"FCQX0100";"905";".";"9.95338512763596"
"28";"FCQX0110";"102";".";"13.1089108910891"
"28";"FCQX0120";"223";".";"10.1031390134529"
"28";"FCQX0280";"165";"56";"2.89696969696969"
"28";"FDFB0010";"15";".";"1.26666666666666"
"28";"FDHB0010";"461";"205";"9.08131868131868"
"28";"FDHB0020";"295";"142";"4.80479452054794"
"28";"FDHB0030";"18";".";"8.83333333333333"
"28";"FDHB0040";"246";"170";"3.42622950819672"
"28";"FDHB0060";"454";"148";"16.4794188861985"
"28";"FDQX0070";"343";"148";"7.12609970674486"
"28";"FEFF0020";"310";"136";"1.31515151515151"
"28";"FEHB0010";"1346";"95";"9.66978193146417"
"28";"FEJF0010";"22";".";"39.8333333333333"
"28";"FEJF0020";"524";"73";"14.2638888888888"
"28";"FEJF0030";"266";"241";"0.76653696498054"
"28";"FEJF0040";"249";"232";"1.38620689655172"
"28";"FEJF0060";"27";"16";"1.59090909090909"
"28";"FEJF0070";"130";"104";"0.77981651376146"
"28";"FELF0010";"78";".";"11.2112676056338"
"28";"FELF0020";"22";".";"44"
"28";"FELF0030";"498";"18";"24.2404761904761"
"28";"FELF0040";"509";".";"23.0791855203619"
"28";"FELF0060";"6855";"1467";"9.30413016270338"
"28";"FELF0070";"161";".";"66.3495145631068"
"28";"FELF0090";"75";".";"46.1333333333333"
"28";"FELF0100";"151";".";"20.6733333333333"
"28";"FELF0110";"31440";"7337";"8.9806214661963"
"28";"FELF0120";"29";"20";"4.79310344827586"
"28";"FEPF0030";"200";"193";"0.31"
"28";"FERP0011";"70";"70";"0"
"28";"FERP0012";"40";"40";"0"
"28";"FERP0013";"81";"81";"0"
"28";"FFFA0010";"88";".";"15.5057471264367"
"28";"FFFC0010";"22";".";"7.18181818181818"
"28";"FFQX0050";"40";".";"9.975"
"28";"FGLB0020";"44";"39";"0.11904761904761"
"28";"FGLB0040";"53";"53";"0"
"28";"FGRB0010";"15";".";"9.73333333333333"
"28";"FGRB0060";"697";"670";"0.51014492753623"
"28";"FGRD0020";"32";"23";"0.37931034482758"
"28";"FGRD0030";"487";"481";"0.01855670103092"
"28";"GABD0010";"80";"13";"4.11842105263157"
"28";"GABD0020";"341";"73";"5.21739130434782"
"28";"GAFA0020";"151";"107";"0.59602649006622"
"28";"GAFA0050";"78";"70";"0.25641025641025"
"28";"GAFA0070";"504";"406";"0.55489021956087"
"28";"GAFD0010";"73";"36";"0.98611111111111"
"28";"GAFD0020";"149";"66";"0.72413793103448"
"28";"GAGD0020";"20";".";"0.95"
"28";"GAHA0010";"35";"17";"7.88571428571428"
"28";"GAJA0010";"14";".";"2.07142857142857"
"28";"GAJA0020";"69";"14";"5.86567164179104"
"28";"GALD0020";"30";".";"3.62068965517241"
"28";"GAMA0010";"38";"11";"1.26315789473684"
"28";"GAMA0020";"43";"11";"2.86046511627907"
"28";"GAMA0040";"77";"18";"1.28947368421052"
"28";"GAMA0070";"804";"227";"1.08457711442786"
"28";"GAMA0100";"14";".";"2.25"
"28";"GAMA0120";"198";"132";"0.52307692307692"
"28";"GAMA0130";"39";".";"1.23076923076923"
"28";"GAMA0160";"93";".";"1.59139784946236"
"28";"GAMA0180";"327";"269";"0.30434782608695"
"28";"GAMA0190";"20";"14";"0.45"
"28";"GAMA0200";"38";".";"1.26315789473684"
"28";"GAMA0220";"18";".";"0.94444444444444"
"28";"GAMA0240";"39";"17";"0.73684210526315"
"28";"GAME0010";"477";"218";"0.82142857142857"
"28";"GAND0010";"81";".";"3.10126582278481"
"28";"GAQE0010";"1159";"286";"10.4556489262371"
"28";"GAQE0030";"17";".";"3.23529411764705"
"28";"GASE0010";"114";"55";"3.9047619047619"
"28";"GASE0020";"33";"16";"2.03030303030303"
"28";"GBBA0020";"15";".";"0.25"
"28";"GBFA0070";"15";".";"1.06666666666666"
"28";"GBFA0080";"55";"23";"0.89090909090909"
"28";"GBGD0010";"105";".";"2.06796116504854"
"28";"GBJB0010";"15";".";"2.53333333333333"
"28";"GBJD0010";"35";".";"1.40625"
"28";"GBJD0020";"111";"50";"2.68041237113402"
"28";"GBJE0010";"14";".";"1.35714285714285"
"28";"GBJE0020";"31";".";"6.63333333333333"
"28";"GBPA0020";"25";".";"1.2"
"28";"GBPA0030";"29";".";"1.48275862068965"
"28";"GBPA0040";"146";"68";"0.73758865248226"
"28";"GBPE0010";"1106";"313";"1.30146341463414"
"28";"GBPE0030";"156";"60";"0.90384615384615"
"28";"GBQA0020";"19";"11";"0.52631578947368"
"28";"GCFD0010";"26";"17";"0.38461538461538"
"28";"GCQE0010";"1601";"269";"14.4152933421226"
"28";"GCQE0020";"149";"102";"2.30201342281879"
"28";"GCQX0040";"116";"36";"3.17857142857142"
"28";"GDFA0050";"51";".";"27.156862745098"
"28";"GDFA0060";"12";".";"13.6666666666666"
"28";"GDFA0140";"11";".";"22.6363636363636"
"28";"GDFE0020";"20";".";"1.1"
"28";"GDFE0030";"29";".";"6.3103448275862"
"28";"GDFE0040";"183";"110";"0.57923497267759"
"28";"GDFE0070";"27";"13";"1.61538461538461"
"28";"GDFE0120";"20";".";"3.45"
"28";"GDFE0140";"26";"14";"0.6"
"28";"GDGE0010";"14";".";"1.42857142857142"
"28";"GDHE0010";"64";"37";"3.796875"
"28";"GDLE0030";"23";".";"4.54545454545454"
"28";"GDNE0020";"44";"23";"1.13953488372093"
"28";"GDPE0010";"11";".";"4.54545454545454"
"28";"GDQE0010";"66";"11";"5.1060606060606"
