"reg";"Acte CCAM + phase";"nb_actes";"nb_sej_0_nuit";"dms"
"44";"JEAD0010";"555";"263";"2.63570127504553"
"44";"JECA0010";"11";".";"6.81818181818182"
"44";"JEEE0010";"27";".";"11.7777777777777"
"44";"JEFA0020";"25";".";"1.96"
"44";"JEFA0030";"92";"44";"1.09782608695652"
"44";"JEFA0070";"15";".";"16.4"
"44";"JEFE0010";"43";"15";"3.30232558139534"
"44";"JEFE0040";"56";".";"5.10714285714285"
"44";"JEFE0050";"27";".";"10.5185185185185"
"44";"JEGA0020";"35";".";"7.51428571428571"
"44";"JEGA0040";"12";".";"9"
"44";"JEGE0010";"24";".";"4"
"44";"JEGE0020";"35";"12";"2.8235294117647"
"44";"JEHE0010";"11";".";"4.27272727272727"
"44";"JEHE0020";"14";".";"3.71428571428571"
"44";"JEKA0020";"14";".";"3.85714285714285"
"44";"JEKA0100";"11";".";"2.18181818181818"
"44";"JEKE0010";"15";".";"4.2"
"44";"JELA0010";"26";".";"5.84615384615384"
"44";"JELA0020";"178";".";"3.17514124293785"
"44";"JELB0030";"24";".";"3.29166666666666"
"44";"JELE0010";"32";"17";"2.12903225806451"
"44";"JELE0020";"29";".";"2.51724137931034"
"44";"JELE0030";"61";"11";"3.1639344262295"
"44";"JEMA0020";"106";".";"7.83018867924528"
"44";"JEMA0060";"11";".";"7.63636363636363"
"44";"JEMA0070";"33";".";"1.81818181818181"
"44";"JEMA0090";"23";".";"2.04347826086956"
"44";"JEMA0110";"58";"44";"0.77586206896551"
"44";"JEMA0120";"54";"44";"0.48148148148148"
"44";"JEMA0130";"12";".";"0.58333333333333"
"44";"JEMA0140";"87";"37";"1.44827586206896"
"44";"JEMA0170";"188";"98";"2.29787234042553"
"44";"JEMA0190";"42";".";"4.76190476190476"
"44";"JEMA0200";"17";".";"3.52941176470588"
"44";"JEMA0210";"120";"50";"1.80833333333333"
"44";"JENE0010";"45";"24";"2.97777777777777"
"44";"JEPA0010";"32";".";"3.125"
"44";"JEPA0060";"28";".";"4.71428571428571"
"44";"JEPA0070";"80";".";"4.0875"
"44";"JEPD0010";"100";"31";"2.6"
"44";"JEPD0020";"58";"11";"3.89655172413793"
"44";"JEPE0010";"13";".";"3"
"44";"JEPE0020";"865";"148";"3.82271147161066"
"44";"JEQX0050";"40";".";"13.1"
"44";"JESA0030";"43";"18";"1.78048780487804"
"44";"JFFA0020";"18";".";"26.8888888888888"
"44";"JFFA0030";"30";".";"22.2333333333333"
"44";"JFFA0100";"47";".";"9.59574468085106"
"44";"JFFA0210";"65";".";"11.2923076923076"
"44";"JFFC0010";"209";".";"3.61244019138756"
"44";"JFFC0020";"54";".";"4.38888888888889"
"44";"JFJA0010";"29";".";"19.551724137931"
"44";"JFQX0050";"25";".";"27.12"
"44";"JGFA0050";"554";".";"9.88086642599278"
"44";"JGFA0060";"660";".";"8.89545454545454"
"44";"JGFA0090";"94";".";"8.5"
"44";"JGFA0140";"251";".";"7.125"
"44";"JGFA0150";"5287";"276";"4.94170318155839"
"44";"JGFC0010";"933";".";"7.10085836909871"
"44";"JGHD0010";"123";"82";"1.86991869918699"
"44";"JGHJ0010";"2322";"1852";"1.26424870466321"
"44";"JGNE0030";"18";".";"1.05555555555555"
"44";"JGNJ9000";"56";".";"3.14285714285714"
"44";"JGNL0010";"121";".";"1.9090909090909"
"44";"JGQJ0010";"1048";"596";"3.16379310344827"
"44";"JGQX0010";"2296";"15";"5.74824253075571"
"44";"JGQX0040";"871";".";"8.15260115606936"
"44";"JGQX0050";"182";".";"20.3575418994413"
"44";"JHBA0010";"192";"100";"1.01657458563535"
"44";"JHCA0040";"15";".";"3.46666666666666"
"44";"JHCA0060";"14";".";"1.57142857142857"
"44";"JHDA0010";"403";"201";"0.85014409221902"
"44";"JHEA0010";"358";"275";"0.58258258258258"
"44";"JHEA0020";"914";"702";"0.36666666666666"
"44";"JHEA0030";"35";"14";"2.57142857142857"
"44";"JHEA0040";"74";"43";"0.67647058823529"
"44";"JHEA0060";"67";"32";"1.20895522388059"
"44";"JHEA0070";"26";".";"1.84615384615384"
"44";"JHEA0080";"19";".";"3.68421052631579"
"44";"JHEA0090";"69";"16";"1"
"44";"JHEA0100";"268";"59";"1.02272727272727"
"44";"JHEA0110";"12";".";"0.91666666666666"
"44";"JHEP0010";"12";".";"10.8333333333333"
"44";"JHFA0010";"58";"33";"1.50877192982456"
"44";"JHFA0020";"44";"28";"2.56818181818181"
"44";"JHFA0040";"427";"293";"0.62829736211031"
"44";"JHFA0050";"118";"23";"3.28205128205128"
"44";"JHFA0060";"69";"18";"2.67164179104477"
"44";"JHFA0080";"212";"78";"2.96682464454976"
"44";"JHFA0090";"8170";"7552";"0.26633966891477"
"44";"JHFA0100";"26";".";"4.75"
"44";"JHFA0120";"48";"26";"0.89583333333333"
"44";"JHFA0130";"717";"382";"1.22604790419161"
"44";"JHFA0140";"74";"42";"1.18309859154929"
"44";"JHFA0150";"16";"16";"0"
"44";"JHFA0160";"43";".";"8.46511627906977"
"44";"JHFA0170";"78";".";"5.5"
"44";"JHFA0180";"179";"142";"1.05617977528089"
"44";"JHFA0190";"300";"129";"2.12758620689655"
"44";"JHHA0010";"21";"15";"1.47619047619047"
"44";"JHHA0020";"67";"50";"3.22388059701492"
"44";"JHHA0030";"65";"61";"0.29230769230769"
"44";"JHJA0010";"187";"40";"5.85393258426966"
"44";"JHJB0030";"23";".";"4.09090909090909"
"44";"JHKA0040";"13";".";"3.46153846153846"
"44";"JHLA0040";"74";".";"3.71621621621621"
"44";"JHLA0050";"133";"64";"1.48461538461538"
"44";"JHMA0010";"481";"437";"0.57796257796257"
"44";"JHMA0030";"19";"15";"0.36842105263157"
"44";"JHNP0010";"124";"112";"0.14634146341463"
"44";"JHPA0010";"1302";"1249";"0.09384615384615"
"44";"JHPA0020";"37";"31";"0.45945945945945"
"44";"JHPA0030";"148";"137";"0.12837837837837"
"44";"JHQA0010";"21";".";"3.6"
"44";"JHQA0020";"39";".";"1.35897435897435"
"44";"JHQB0010";"11";".";"1.9090909090909"
"44";"JHQM0010";"1144";"136";"8.35180055401662"
"44";"JHQM0020";"14";".";"10.2142857142857"
"44";"JHQX0040";"23";".";"2.43478260869565"
"44";"JHQX0050";"173";"46";"4.01156069364161"
"44";"JHQX0080";"22";".";"5.5"
"44";"JHSA0010";"300";"267";"0.13928571428571"
"44";"JHSB0010";"96";"88";"0.1505376344086"
"44";"JJCC0010";"194";"52";"1.62162162162162"
"44";"JJCC0030";"159";"55";"1.34591194968553"
"44";"JJCC0040";"13";".";"1.61538461538461"
"44";"JJEC0010";"70";".";"2.21428571428571"
"44";"JJFA0010";"27";".";"4.03703703703703"
"44";"JJFA0020";"15";".";"6.85714285714285"
"44";"JJFA0030";"110";".";"11.5545454545454"
"44";"JJFA0040";"407";".";"9.24736842105263"
"44";"JJFA0050";"75";".";"11.3108108108108"
"44";"JJFA0060";"25";".";"5.72"
"44";"JJFA0070";"119";".";"6.32432432432432"
"44";"JJFA0080";"136";".";"6.03007518796992"
"44";"JJFA0100";"20";".";"3.88888888888888"
"44";"JJFA0500";"18";".";"3.9375"
"44";"JJFC0010";"287";".";"2.30281690140845"
"44";"JJFC0020";"48";".";"2.58695652173913"
"44";"JJFC0030";"1507";"178";"2.37713894592744"
"44";"JJFC0040";"93";".";"3.62637362637362"
"44";"JJFC0060";"621";"96";"2.57142857142857"
"44";"JJFC0080";"332";"18";"2.77742946708464"
"44";"JJFC0090";"231";"14";"3.34199134199134"
"44";"JJFC0100";"1569";"117";"3.02177293934681"
"44";"JJFJ0010";"4310";"4262";"0.01768675820339"
"44";"JJJA0010";"23";".";"6.52173913043478"
"44";"JJJC0010";"241";"27";"3.85294117647058"
"44";"JJJC0020";"34";".";"2.55882352941176"
"44";"JJLE0010";"27";"22";"0.29629629629629"
"44";"JJPA0030";"212";".";"6.01895734597156"
"44";"JJPA0040";"63";"61";"0.07936507936507"
"44";"JJPC0010";"150";".";"2.11409395973154"
"44";"JJPC0020";"26";".";"2.26923076923076"
"44";"JJPC0030";"1162";"768";"0.67471958584987"
"44";"JJPE0010";"2435";"2344";"0.06915113871635"
"44";"JJQC0010";"83";"32";"1.16867469879518"
"44";"JJQX0040";"556";"13";"4.91956124314442"
"44";"JJQX0050";"289";"12";"5.54703832752613"
"44";"JJQX0080";"85";".";"4.87951807228915"
"44";"JKCD0010";"50";"12";"2.06"
"44";"JKDA0010";"14";".";"6"
"44";"JKDA0020";"12";".";"6.16666666666666"
"44";"JKDA0030";"22";".";"6.18181818181818"
"44";"JKDC0010";"455";".";"4.27152317880794"
"44";"JKDC0150";"58";".";"2.93103448275862"
"44";"JKFA0010";"39";".";"6"
"44";"JKFA0020";"309";".";"5.31715210355987"
"44";"JKFA0040";"44";".";"7.79545454545454"
"44";"JKFA0050";"280";".";"3.76785714285714"
"44";"JKFA0060";"260";".";"4.44615384615384"
"44";"JKFA0070";"108";".";"5.23148148148148"
"44";"JKFA0080";"34";".";"2.47058823529411"
"44";"JKFA0110";"26";".";"4"
"44";"JKFA0120";"14";".";"6.78571428571428"
"44";"JKFA0130";"28";".";"5.64285714285714"
"44";"JKFA0140";"54";".";"5.09259259259259"
"44";"JKFA0150";"473";".";"6.05296610169491"
"44";"JKFA0160";"108";".";"5.69444444444444"
"44";"JKFA0180";"158";".";"4.41139240506329"
"44";"JKFA0200";"153";".";"6.44078947368421"
"44";"JKFA0210";"56";".";"4.98214285714285"
"44";"JKFA0220";"97";".";"5.05154639175257"
"44";"JKFA0230";"29";".";"4.41379310344827"
"44";"JKFA0240";"189";".";"6.62962962962963"
"44";"JKFA0250";"245";".";"4.7469387755102"
"44";"JKFA0260";"930";".";"4.04090419806243"
"44";"JKFA0270";"295";".";"9.95904436860068"
"44";"JKFA0280";"829";".";"8.46070133010882"
"44";"JKFA0290";"34";".";"5.79411764705882"
"44";"JKFA0310";"2949";"2697";"0.144168650119"
"44";"JKFA0320";"120";".";"7.81666666666666"
"44";"JKFA0330";"13";".";"1.76923076923076"
"44";"JKFC0010";"104";".";"3.125"
"44";"JKFC0020";"115";".";"3.66086956521739"
"44";"JKFC0030";"352";".";"4.58404558404558"
"44";"JKFC0040";"98";".";"2.68367346938775"
"44";"JKFC0050";"320";".";"3.925"
"44";"JKFC0060";"83";".";"3.62650602409638"
"44";"JKFD0010";"85";"50";"1.70588235294117"
"44";"JKFD0020";"90";"71";"0.75555555555555"
"44";"JKFE0010";"2096";"1742";"0.40163147792706"
"44";"JKFE0020";"1126";"946";"0.27426536064113"
"44";"JKFE0030";"13";"12";"0.07692307692307"
"44";"JKGC0010";"69";"44";"0.81159420289855"
"44";"JKGD0010";"499";"392";"0.66129032258064"
"44";"JKGD0020";"915";"576";"0.8673245614035"
"44";"JKGD0030";"1013";"781";"0.72727272727272"
"44";"JKGD0040";"185";"95";"1.8087431693989"
"44";"JKGE0010";"247";"225";"0.18218623481781"
"44";"JKGE0020";"20";"19";"0.1"
"44";"JKHA0010";"109";"33";"5.61111111111111"
"44";"JKHA0020";"142";"99";"2.85915492957746"
"44";"JKHD0010";"915";"250";"4.66222222222222"
"44";"JKKD0010";"205";"187";"0.21951219512195"
"44";"JKLD0010";"881";"809";"0.27076222980659"
"44";"JKMD0010";"18";"14";"0.38888888888888"
"44";"JKND0010";"556";"492";"0.20833333333333"
"44";"JKND0020";"150";"138";"0.23333333333333"
"44";"JKND0030";"151";"141";"0.11258278145695"
"44";"JKND0040";"69";"61";"0.21739130434782"
"44";"JKNE0010";"2277";"1921";"0.31335390039665"
"44";"JKNL0020";"142";".";"3.72477064220183"
"44";"JKPD0010";"55";"47";"0.32727272727272"
"44";"JKPE0010";"86";"72";"0.31395348837209"
"44";"JKPE0020";"83";"72";"0.2289156626506"
"44";"JKQE0010";"2656";"2167";"0.4930056710775"
"44";"JKQE0020";"937";"640";"0.7809829059829"
"44";"JKQH0010";"183";"90";"0.19047619047619"
"44";"JKQX0010";"60";"26";"4.15"
"44";"JKQX0040";"363";".";"5.49722222222222"
"44";"JKQX0050";"1034";".";"6.63060428849902"
"44";"JKQX0070";"1483";"1300";"0.25660121868652"
"44";"JKQX0080";"575";"212";"8.46031746031746"
"44";"JKQX0150";"28";"15";"5.4074074074074"
"44";"JKQX0200";"188";".";"9.75675675675675"
"44";"JLAD0010";"58";"45";"0.32758620689655"
"44";"JLCA0010";"17";".";"4.64705882352941"
"44";"JLCA0020";"15";".";"3.4"
"44";"JLCA0030";"76";".";"4.32894736842105"
"44";"JLCA0040";"324";"38";"3.36111111111111"
"44";"JLCA0050";"420";"16";"4.09330143540669"
"44";"JLCA0070";"521";"17";"3.69289827255278"
"44";"JLCA0080";"123";"34";"2.04065040650406"
"44";"JLCA0090";"136";".";"3.80882352941176"
"44";"JLDA0010";"37";".";"5.78378378378378"
"44";"JLDA0020";"922";"18";"4.05978260869565"
"44";"JLDA0030";"22";".";"4.95454545454545"
"44";"JLDA0040";"17";".";"5.47058823529411"
"44";"JLDC0150";"288";".";"4.27430555555555"
"44";"JLFA0020";"163";"120";"1.0440251572327"
"44";"JLFA0030";"17";".";"18.1176470588235"
"44";"JLFA0040";"41";".";"7.07317073170731"
"44";"JLFD0010";"75";"69";"0.14666666666666"
"44";"JLFD0020";"33";"22";"1.5625"
"44";"JLGD0010";"11";".";"2"
"44";"JLGE0010";"17";".";"2.8235294117647"
"44";"JLHA0010";"50";"28";"2.88"
"44";"JLJA0010";"49";".";"5.74468085106383"
"44";"JLJA0020";"26";".";"6.96153846153846"
"44";"JLJB0010";"118";"45";"2.43589743589743"
"44";"JLJD0010";"13";".";"1.84615384615384"
"44";"JLMD0010";"16";"15";"0.0625"
"44";"JLND0010";"21";"18";"0.33333333333333"
"44";"JLND0020";"54";"45";"0.18518518518518"
"44";"JLNL0021";"522";"509";"0.11494252873563"
"44";"JLNL0022";"817";"802";"0.07475490196078"
"44";"JLNL0081";"108";"108";"0"
"44";"JLNL0082";"269";"269";"0"
"44";"JLQE0010";"53";"24";"2.71698113207547"
"44";"JLQE0020";"222";"199";"0.67117117117117"
"44";"JLQX0040";"32";".";"5.21875"
"44";"JLSD0010";"44";".";"6.45454545454545"
"44";"JMBA0010";"129";"19";"3.43410852713178"
"44";"JMCA0010";"65";".";"4.5"
"44";"JMCA0020";"25533";"31";"4.24828155072862"
"44";"JMCA0030";"341";".";"4.51764705882353"
"44";"JMCA0050";"52";"15";"2.36538461538461"
"44";"JMCA0060";"13";".";"4.23076923076923"
"44";"JMDA0010";"86";".";"2.97674418604651"
"44";"JMFA0010";"264";"151";"0.65019011406844"
"44";"JMFA0020";"303";"225";"0.80821917808219"
"44";"JMFA0030";"130";"61";"2.496"
"44";"JMFA0070";"18";".";"11.4444444444444"
"44";"JMHA0010";"99";"66";"2.79797979797979"
"44";"JMMA0020";"186";"143";"0.6505376344086"
"44";"JMMA0050";"416";"327";"0.29639175257731"
"44";"JMPA0010";"474";"195";"1.0590717299578"
"44";"JMPA0020";"19";"13";"1.26315789473684"
"44";"JMPA0030";"15";".";"0.66666666666666"
"44";"JMPA0040";"20";".";"3.9"
"44";"JMPA0050";"184";"63";"1.68478260869565"
"44";"JMPA0060";"7337";".";"4.57786885245901"
"44";"JMQX0040";"25";".";"10.76"
"44";"JMQX0050";"56";"20";"3.60714285714285"
"44";"JNBD0010";"207";"67";"4.86893203883495"
"44";"JNBD0020";"87";".";"6.16091954022988"
"44";"JNCA0010";"78";".";"5.06493506493506"
"44";"JNCA0020";"16";".";"6.0625"
"44";"JNFA0010";"15";".";"10.8666666666666"
"44";"JNGD0020";"48";".";"8.57777777777777"
"44";"JNJD0010";"469";"79";"1.93162393162393"
"44";"JNJD0020";"6744";"5610";"0.23448173448173"
"44";"JNJP0010";"10642";"10011";"0.06846983166256"
"44";"JNMD0010";"585";"309";"0.84273504273504"
"44";"JNMD0020";"2574";".";"4.66510355607659"
"44";"JNQD0010";"4409";".";"4.40378908924903"
"44";"JNQM0010";"462";"85";"2.42342342342342"
"44";"JPGD0010";"1641";".";"4.69197795468463"
"44";"JPHB0010";"44";"32";"0.47619047619047"
"44";"JPHB0020";"72";"67";"0.18055555555555"
"44";"JPHJ0020";"136";"26";"4.93382352941176"
"44";"JPJB0010";"39";".";"4.25641025641025"
"44";"JPQX0070";"2678";"50";"6.78293413173652"
"44";"JPQX0190";"284";".";"10.7605633802816"
"44";"JQED0010";"57";".";"8.10526315789473"
"44";"JQED0020";"150";".";"4.79054054054054"
"44";"JQEP0010";"155";"116";"1.65359477124183"
"44";"JQGA0020";"3997";".";"6.2430468554247"
"44";"JQGA0030";"5625";".";"6.33404596472474"
"44";"JQGA0040";"2193";".";"8.0571297989031"
"44";"JQGD0010";"222";".";"3.89189189189189"
"44";"JQGD0020";"210";".";"8.23333333333333"
"44";"JQGD0030";"107";".";"4.63551401869158"
"44";"JQGD0040";"134";".";"4.57462686567164"
"44";"JQGD0050";"20";".";"6.15"
"44";"JQGD0060";"2852";".";"4.60260014054813"
"44";"JQGD0070";"319";".";"6.60815047021943"
"44";"JQGD0080";"84";".";"4.61904761904761"
"44";"JQGD0090";"3708";".";"4.83094012462747"
"44";"JQGD0100";"19765";"18";"4.68570558993608"
"44";"JQGD0110";"18";".";"5.11111111111111"
"44";"JQGD0120";"27129";"60";"3.86460219504083"
"44";"JQGD0130";"31";".";"9.70967741935483"
"44";"JQGD0140";"11";".";"1.36363636363636"
"44";"JQHB0010";"527";".";"4.35140997830802"
"44";"JQHB0020";"16";".";"1.8"
"44";"JQHF0020";"60";".";"2.94915254237288"
"44";"JQLF0030";"118";".";"3.0603448275862"
"44";"JQQJ0370";"2097";"120";"5.56403269754768"
"44";"JQQM0010";"2569";"763";"4.41209262435677"
"44";"JQQM0020";"476";"22";"8.60459770114942"
"44";"JQQM0030";"899";"34";"9.18356164383561"
"44";"JQQM0070";"134";".";"16.3009708737864"
"44";"JQQM0080";"67";".";"10.1333333333333"
"44";"JQQM0100";"166";"18";"4.24183006535947"
"44";"JQQM0150";"19";".";"5.05882352941176"
"44";"JQQM0160";"1067";"203";"7.06988188976378"
"44";"JQQM0170";"111";".";"17.6699029126213"
"44";"JQQM0180";"412";"54";"7.45897435897436"
"44";"JQQM0190";"73";".";"12.9682539682539"
"44";"JQQP0010";"39189";"2372";"4.18840486867392"
"44";"JQQP9000";"23";".";"3.90909090909091"
"44";"JQQX0030";"54";"20";"1.94444444444444"
"44";"JQQX0050";"187";"43";"2.6"
"44";"JQQX1090";"1156";"808";"0.45359930615784"
"44";"JRGA0010";"89";"26";"2.37078651685393"
"44";"JRPA0010";"96";"24";"2.77083333333333"
"44";"JRQD0010";"193";"187";"0.33678756476683"
"44";"JRQP0010";"422";"248";"4.3038961038961"
"44";"JRRD0010";"52";"25";"4.32558139534883"
"44";"JSED0010";"13";".";"1.07692307692307"
"44";"JVJB0010";"9385";"1153";"4.41238195173137"
"44";"JVJB0020";"232";"15";"21.6923076923076"
"44";"JVJF0020";"9162";"3763";"9.60112612612612"
"44";"JVJF0030";"19";".";"48.5714285714285"
"44";"JVJF0040";"237817";"221829";"0.28509885156899"
"44";"JVJF0050";"11950";"62";"26.9727493917275"
"44";"JVJF0070";"13";".";"56"
"44";"JVJF0080";"86520";"82510";"0.25327674855137"
"44";"JVQF0010";"127";"122";"0.19047619047619"
"44";"JVQF0020";"138";"138";"0"
"44";"JVQF0030";"31";"30";"0.48387096774193"
"44";"JVQF0060";"478";"470";"0.67991631799163"
"44";"JVQF0070";"207";"193";"0.40776699029126"
"44";"JVQP0020";"211";"202";"0.521327014218"
"44";"JVQP0090";"76";"72";"0.4078947368421"
"44";"JVRP0040";"1751";"1527";"1.87696577243293"
"44";"JVRP0060";"42";"42";"0"
"44";"JVRP0070";"255";"152";"0.56818181818181"
"44";"JVRP0080";"352";"143";"2.04918032786885"
"44";"JZNP0010";"75";"69";"0.18666666666666"
"44";"JZNP0020";"49";"43";"0.33333333333333"
"44";"JZQH0020";"212";"39";"6.06796116504854"
"44";"KAFA0010";"71";".";"8.15714285714285"
"44";"KAFE9000";"93";".";"6.35483870967742"
"44";"KCFA0010";"146";".";"3.84931506849315"
"44";"KCFA0040";"40";".";"15.5"
"44";"KCFA0050";"3359";".";"3.37995824634655"
"44";"KCFA0070";"41";".";"4.12195121951219"
"44";"KCFA0080";"754";".";"3.12217795484727"
"44";"KCFA0100";"100";".";"2.99"
"44";"KCFA0110";"135";".";"2.55970149253731"
"44";"KCGA0010";"18";".";"2.38888888888888"
"44";"KCHB0010";"29";"15";"4.32142857142857"
"44";"KCHJ0010";"1021";"958";"0.94291338582677"
"44";"KCHJ0030";"61";"49";"1.63333333333333"
"44";"KCHJ0040";"200";"189";"1.35678391959799"
"44";"KCJA0010";"32";".";"6.6875"
"44";"KCJB0010";"99";"99";"0"
"44";"KCMA0010";"178";".";"3.29545454545454"
"44";"KCNL0030";"133";".";"4.99236641221374"
"44";"KCNL0040";"483";".";"2.52380952380952"
"44";"KCQL0010";"19";".";"7.31578947368421"
"44";"KCQL0020";"126";"32";"4.05555555555555"
"44";"KCQL0030";"1779";"1179";"3.45859154929577"
"44";"KCQM0010";"6044";"2754";"7.56654828344326"
"44";"KCQX0040";"1567";".";"3.34967741935483"
"44";"KCQX0050";"382";".";"3.2425068119891"
"44";"KDEA0010";"32";".";"3.15625"
"44";"KDFA0010";"31";".";"4.32258064516129"
"44";"KDFA0020";"215";"25";"2.89622641509434"
"44";"KDFC0010";"84";".";"2.32142857142857"
"44";"KDQA0010";"272";".";"3.55514705882353"
"44";"KDQA0030";"12";".";"2"
"44";"KDQL0010";"199";"135";"5.47236180904522"
"44";"KDQM0010";"408";"158";"8.08585858585858"
"44";"KDQX0050";"104";"17";"3.07692307692307"
"44";"KEFA0020";"56";".";"16.1320754716981"
"44";"KEFC0010";"25";".";"5.44"
"44";"KEFC0020";"89";".";"5.70454545454545"
"44";"KEQL0010";"31";".";"10.5483870967741"
"44";"KEQX0040";"107";".";"8.72641509433962"
"44";"KGQL0040";"43";"40";"2.37209302325581"
"44";"KZQL0030";"20";".";"9.26315789473684"
"44";"KZQL0040";"23";".";"5.17391304347826"
"44";"LABA0040";"15";".";"1.07142857142857"
"44";"LACA0010";"11";".";"2.27272727272727"
"44";"LACA0020";"60";".";"4.37931034482758"
"44";"LACA0030";"74";".";"5.32432432432432"
"44";"LACA0120";"24";".";"9.625"
"44";"LACB0020";"13";".";"2"
"44";"LAEA0070";"58";"46";"1.10344827586206"
"44";"LAEP0010";"72";"19";"2.80555555555555"
"44";"LAEP0020";"791";"625";"0.57848101265822"
"44";"LAFA0040";"23";".";"5.60869565217391"
"44";"LAFA0110";"29";".";"2.13793103448275"
"44";"LAFA0120";"16";".";"2.6875"
"44";"LAFA0140";"36";".";"8.05555555555555"
"44";"LAFA0150";"57";".";"2.24561403508771"
"44";"LAFA0160";"51";".";"2.23529411764705"
"44";"LAFA0170";"122";".";"3.87704918032786"
"44";"LAFA0180";"294";"30";"1.79863481228668"
"44";"LAFA0190";"190";".";"1.97368421052631"
"44";"LAFA0200";"77";".";"2.29870129870129"
"44";"LAFA0210";"286";"97";"1.09811320754717"
"44";"LAFA0220";"95";".";"1.9578947368421"
"44";"LAFA0230";"112";".";"2.22321428571428"
"44";"LAFA0240";"71";"11";"2.39436619718309"
"44";"LAFA9000";"123";".";"56.8196721311475"
"44";"LAGA0020";"66";"28";"1.18181818181818"
"44";"LAGA0030";"100";"49";"2.07070707070707"
"44";"LAGA0050";"66";"41";"1.31818181818181"
"44";"LAHA0020";"25";".";"3.04"
"44";"LALA0020";"19";".";"0.68421052631578"
"44";"LAMA0070";"116";".";"3.18103448275862"
"44";"LAMA0090";"111";".";"31.6846846846846"
"44";"LAPA0050";"13";".";"6.07692307692307"
"44";"LAPA0150";"37";".";"35.8333333333333"
"44";"LAQJ0010";"119";"19";"14.9561403508771"
"44";"LAQK0010";"279";".";"3.72189349112426"
"44";"LAQK0020";"243";"33";"10.9045643153526"
"44";"LAQK0030";"4664";"606";"10.0587244283995"
"44";"LAQK0050";"1956";"459";"7.20782654680063"
"44";"LAQK0090";"158";"53";"8.25316455696202"
"44";"LAQK0110";"15";".";"7.2"
"44";"LAQK0120";"19";".";"4.29411764705882"
"44";"LAQK0130";"2557";"470";"9.61133122028526"
"44";"LAQK0270";"551";"225";"6.23877551020408"
"44";"LAQN0010";"78";"12";"15.4473684210526"
"44";"LBCA0010";"50";".";"4.46808510638297"
"44";"LBCA0020";"16";".";"7.4375"
"44";"LBCA0030";"19";".";"9.55555555555555"
"44";"LBCA0040";"18";".";"3.38888888888888"
"44";"LBCA0060";"98";".";"7.90526315789473"
"44";"LBCB0020";"30";".";"5.93333333333333"
"44";"LBED0060";"12";".";"1.81818181818181"
"44";"LBEP0050";"13";".";"1"
"44";"LBFA0020";"138";"91";"0.71739130434782"
"44";"LBFA0060";"12";".";"8.08333333333333"
"44";"LBFA0080";"36";"11";"3.30555555555555"
"44";"LBFA0150";"26";"13";"1.11538461538461"
"44";"LBFA0180";"18";".";"1.55555555555555"
"44";"LBFA0230";"439";"359";"0.51666666666666"
"44";"LBFA0300";"294";"220";"0.56537102473498"
"44";"LBFA0310";"28";"24";"0.17857142857142"
"44";"LBGA0050";"34";"17";"2.5"
"44";"LBLB0010";"12";"12";"0"
"44";"LBLD0100";"21";"18";"0.28571428571428"
"44";"LBLD0150";"27";"23";"0.25925925925925"
"44";"LBPA0010";"83";".";"3.38554216867469"
"44";"LBPA0040";"80";".";"4.2625"
"44";"LBPA0060";"13";".";"3.07692307692307"
"44";"LBPA0130";"54";".";"3.07407407407407"
"44";"LBPA0150";"11";".";"3.18181818181818"
"44";"LBPA0200";"11";".";"4"
"44";"LBPA0290";"29";".";"3.20689655172413"
"44";"LBPA0350";"16";".";"3.1875"
"44";"LBPA0400";"18";".";"4.16666666666666"
"44";"LBPA0420";"102";".";"3.61764705882353"
"44";"LBQK0050";"35";".";"4.48571428571428"
"44";"LCFA0030";"38";"28";"0.36842105263157"
"44";"LCFA0040";"28";".";"1.77777777777777"
"44";"LCFA0060";"26";"11";"1.28"
"44";"LCFA0080";"74";"11";"2.26027397260274"
"44";"LCFA0090";"83";"62";"0.38157894736842"
"44";"LCFA0110";"58";"33";"1.3103448275862"
"44";"LCFA0120";"14";".";"3.07142857142857"
"44";"LCJA0020";"23";".";"6.26086956521739"
"44";"LCJA0030";"66";"11";"3.07575757575757"
"44";"LCJA0040";"89";"24";"2.38636363636363"
"44";"LCLB0010";"1209";"1192";"0.03836530442035"
"44";"LCQH0010";"1799";"183";"12.2862068965517"
"44";"LCQJ0010";"190";"13";"8.83068783068783"
"44";"LCQK0010";"255";"45";"15.7226890756302"
"44";"LCQK0020";"126";"24";"7.432"
"44";"LDAA0010";"98";".";"8.97530864197531"
"44";"LDCA0020";"22";".";"7.59090909090909"
"44";"LDCA0040";"17";".";"18.375"
"44";"LDCA0110";"122";".";"6.57024793388429"
"44";"LDCA0130";"598";".";"4.11525423728813"
"44";"LDEB0020";"29";".";"9.10714285714285"
"44";"LDEP0010";"1370";"28";"5.99052132701421"
"44";"LDEP0020";"13";".";"6.66666666666666"
"44";"LDEP0030";"43";".";"6.28571428571428"
"44";"LDFA0010";"16";".";"7"
"44";"LDFA0020";"783";".";"3.31423611111111"
"44";"LDFA0030";"30";".";"8.03448275862069"
"44";"LDFA0060";"18";".";"5"
"44";"LDFA0070";"122";".";"3.69672131147541"
"44";"LDFA0080";"330";".";"3.41033434650456"
"44";"LDFA0090";"15";".";"14.8"
"44";"LDFA0110";"42";".";"3.73809523809523"
"44";"LDGA0020";"13";".";"3.84615384615384"
"44";"LDKA9000";"69";".";"4.875"
"44";"LDMP0010";"179";"33";"6.3728813559322"
